seriesid,aod,rssdid,submissionts,key,value
FRY9C,20230131,1234567,1770609249,BHBC4475,461876
FRY9C,20230131,1234567,1770609249,BHODHK29,251688
FRY9C,20230131,1234567,1770609249,BHBC4093,88889
FRY9C,20230131,1234567,1770609249,BHCK1746,478162
FRY9C,20230131,1234567,1770609249,BHCKG619,872035
FRY9C,20230131,1234567,1770609249,BHCKK201,839124
FRY9C,20230131,1234567,1770609249,BHCK8564,88424
FRY9C,20230131,1234567,1770609249,BHBC4070,116219
FRY9C,20230131,1234567,1770609249,BHCKK138,216400
FRY9C,20230131,1234567,1770609249,BHCKS514,259479
FRY9C,20230131,1234567,1770609249,BHCKS595,987546
FRY9C,20230131,1234567,1770609249,BHCKF187,198313
FRY9C,20230131,1234567,1770609249,BHCT2143,451364
FRY9C,20230131,1234567,1770609249,BHCKS591,597236
FRY9C,20230131,1234567,1770609249,BHCKG550,427171
FRY9C,20230131,1234567,1770609249,BHCKG555,127007
FRY9C,20230131,1234567,1770609249,BHCKK277,856007
FRY9C,20230131,1234567,1770609249,BHCKD965,791585
FRY9C,20230131,1234567,1770609249,BHCKD977,431059
FRY9C,20230131,1234567,1770609249,BHCKF166,355490
FRY9C,20230131,1234567,1770609249,BHCKK207,851429
FRY9C,20230131,1234567,1770609249,BHCKB035,567515
FRY9C,20230131,1234567,1770609249,BHCKS554,256677
FRY9C,20230131,1234567,1770609249,BHCKS559,896650
FRY9C,20230131,1234567,1770609249,BHCK5351,43931
FRY9C,20230131,1234567,1770609249,BHCKS572,771257
FRY9C,20230131,1234567,1770609249,BHCKB996,214262
FRY9C,20230131,1234567,1770609249,BHCAKW03,532163
FRY9C,20230131,1234567,1770609249,BHCKKX57,556694
FRY9C,20230131,1234567,1770609249,BHCK6568,269418
FRY9C,20230131,1234567,1770609249,BHCKF242,694247
FRY9C,20230131,1234567,1770609249,BHCKG356,658760
FRY9C,20230131,1234567,1770609249,BHCKF178,163049
FRY9C,20230131,1234567,1770609249,BHCKF181,999959
FRY9C,20230131,1234567,1770609249,BHCKD958,549909
FRY9C,20230131,1234567,1770609249,BHCKM720,670854
FRY9C,20230131,1234567,1770609249,BHCKG566,530030
FRY9C,20230131,1234567,1770609249,BHCKG553,876602
FRY9C,20230131,1234567,1770609249,BHCKS433,270998
FRY9C,20230131,1234567,1770609249,BHCKS606,995134
FRY9C,20230131,1234567,1770609249,BHCALB60,20451
FRY9C,20230131,1234567,1770609249,BHCKG514,534334
FRY9C,20230131,1234567,1770609249,BHCK1607,768626
FRY9C,20230131,1234567,1770609249,BHCKJJ14,937428
FRY9C,20230131,1234567,1770609249,BHCKS529,280344
FRY9C,20230131,1234567,1770609249,BHCKG363,238700
FRY9C,20230131,1234567,1770609249,BHCKH295,144878
FRY9C,20230131,1234567,1770609249,BHCKA591,87411
FRY9C,20230131,1234567,1770609249,BHCKS531,150376
FRY9C,20230131,1234567,1770609249,TEXT5351,996122
FRY9C,20230131,1234567,1770609249,BHCK0397,787172
FRY9C,20230131,1234567,1770609249,BHCK8431,822899
FRY9C,20230131,1234567,1770609249,TEXTB028,799930
FRY9C,20230131,1234567,1770609249,BHCK8735,389559
FRY9C,20230131,1234567,1770609249,BHCKC221,463037
FRY9C,20230131,1234567,1770609249,BHCKC490,946012
FRY9C,20230131,1234567,1770609249,BHOD3187,737026
FRY9C,20230131,1234567,1770609249,BHCT2150,967663
FRY9C,20230131,1234567,1770609249,BHCKB708,716806
FRY9C,20230131,1234567,1770609249,BHCK8701,960271
FRY9C,20230131,1234567,1770609249,BHCK4074,207811
FRY9C,20230131,1234567,1770609249,BHBC4079,502646
FRY9C,20230131,1234567,1770609249,BHCKG622,475677
FRY9C,20230131,1234567,1770609249,BHCKB560,748702
FRY9C,20230131,1234567,1770609249,TEXT5360,601729
FRY9C,20230131,1234567,1770609249,BHCKH198,4954
FRY9C,20230131,1234567,1770609249,BHCKS613,300806
FRY9C,20230131,1234567,1770609249,BHCKS517,274060
FRY9C,20230131,1234567,1770609249,BHCK4460,407418
FRY9C,20230131,1234567,1770609249,BHCKB804,782504
FRY9C,20230131,1234567,1770609249,BHCK4643,562259
FRY9C,20230131,1234567,1770609249,BHCT4605,728342
FRY9C,20230131,1234567,1770609249,BHCKC226,242240
FRY9C,20230131,1234567,1770609249,BHCAKX78,211867
FRY9C,20230131,1234567,1770609249,BHCKB746,738687
FRY9C,20230131,1234567,1770609249,BHCK3529,148968
FRY9C,20230131,1234567,1770609249,BHCKF240,358115
FRY9C,20230131,1234567,1770609249,BHCT3123,671465
FRY9C,20230131,1234567,1770609249,BHCKS540,536870
FRY9C,20230131,1234567,1770609249,BHDM6636,673703
FRY9C,20230131,1234567,1770609249,BHCKG212,632842
FRY9C,20230131,1234567,1770609249,BHCKHT88,44281
FRY9C,20230131,1234567,1770609249,BHCKH301,430554
FRY9C,20230131,1234567,1770609249,BHCWP793,12387
FRY9C,20230131,1234567,1770609249,BHCKM742,503101
FRY9C,20230131,1234567,1770609249,BHCK1286,784255
FRY9C,20230131,1234567,1770609249,BHCKD978,221717
FRY9C,20230131,1234567,1770609249,BHCKK120,162918
FRY9C,20230131,1234567,1770609249,BHCKG452,711107
FRY9C,20230131,1234567,1770609249,BHCKF169,873765
FRY9C,20230131,1234567,1770609249,BHCKC217,571576
FRY9C,20230131,1234567,1770609249,BHCKS573,899201
FRY9C,20230131,1234567,1770609249,BHCKG509,221206
FRY9C,20230131,1234567,1770609249,BHCA7206,340781
FRY9C,20230131,1234567,1770609249,BHCKS571,66014
FRY9C,20230131,1234567,1770609249,BHCK1773,285823
FRY9C,20230131,1234567,1770609249,BHCK3501,316033
FRY9C,20230131,1234567,1770609249,BHCKH309,125517
FRY9C,20230131,1234567,1770609249,BHCKB842,265524
FRY9C,20230131,1234567,1770609249,BHCKF172,924692
FRY9C,20230131,1234567,1770609249,BHCKG804,642375
FRY9C,20230131,1234567,1770609249,BHCKC015,808970
FRY9C,20230131,1234567,1770609249,BHCKMG94,733916
FRY9C,20230131,1234567,1770609249,BHCB3187,75545
FRY9C,20230131,1234567,1770609249,BHCKM732,497444
FRY9C,20230131,1234567,1770609249,BHCKB845,847421
FRY9C,20230131,1234567,1770609249,BHCKS526,259098
FRY9C,20230131,1234567,1770609249,BHCKJH99,410520
FRY9C,20230131,1234567,1770609249,BHCKS614,92037
FRY9C,20230131,1234567,1770609249,BHCKL192,865165
FRY9C,20230131,1234567,1770609249,BHCKG557,16396
FRY9C,20230131,1234567,1770609249,BHCK4062,348877
FRY9C,20230131,1234567,1770609249,BHCKG478,316665
FRY9C,20230131,1234567,1770609249,BHDM2165,257324
FRY9C,20230131,1234567,1770609249,BHCKB530,133629
FRY9C,20230131,1234567,1770609249,BHCW7205,325211
FRY9C,20230131,1234567,1770609249,BHCK3049,321439
FRY9C,20230131,1234567,1770609249,BHCKS421,431770
FRY9C,20230131,1234567,1770609249,BHCK4185,854569
FRY9C,20230131,1234567,1770609249,BHCK4136,925232
FRY9C,20230131,1234567,1770609249,BHCKS579,480140
FRY9C,20230131,1234567,1770609249,BHCKG586,819194
FRY9C,20230131,1234567,1770609249,BHCK1913,793095
FRY9C,20230131,1234567,1770609249,BHCKG411,858540
FRY9C,20230131,1234567,1770609249,BHCKK145,114263
FRY9C,20230131,1234567,1770609249,BHBC6061,735488
FRY9C,20230131,1234567,1770609249,BHCKG379,732141
FRY9C,20230131,1234567,1770609249,BHCKA220,998507
FRY9C,20230131,1234567,1770609249,TEXT5357,392428
FRY9C,20230131,1234567,1770609249,BHCALE87,214756
FRY9C,20230131,1234567,1770609249,BHCB2389,486935
FRY9C,20230131,1234567,1770609249,BHCALF27,745728
FRY9C,20230131,1234567,1770609249,BHCKJA22,952457
FRY9C,20230131,1234567,1770609249,BHCKFT43,30496
FRY9C,20230131,1234567,1770609249,BHCKH181,771710
FRY9C,20230131,1234567,1770609249,BHDM5367,891132
FRY9C,20230131,1234567,1770609249,BHCKS604,205713
FRY9C,20230131,1234567,1770609249,BHCKG500,296833
FRY9C,20230131,1234567,1770609249,TEXTB052,436498
FRY9C,20230131,1234567,1770609249,BHCK8724,126594
FRY9C,20230131,1234567,1770609249,BHCKD971,115095
FRY9C,20230131,1234567,1770609249,BHDMK162,359369
FRY9C,20230131,1234567,1770609249,BHCK8560,650305
FRY9C,20230131,1234567,1770609249,BHCALF21,890894
FRY9C,20230131,1234567,1770609249,BHCKC242,198222
FRY9C,20230131,1234567,1770609249,BHCK6586,884735
FRY9C,20230131,1234567,1770609249,BHCKHJ99,496368
FRY9C,20230131,1234567,1770609249,BHCK8726,475128
FRY9C,20230131,1234567,1770609249,BHCKH191,933193
FRY9C,20230131,1234567,1770609249,BHCKB031,948698
FRY9C,20230131,1234567,1770609249,BHCKS556,379814
FRY9C,20230131,1234567,1770609249,BHCKG443,247346
FRY9C,20230131,1234567,1770609249,BHCK2332,913769
FRY9C,20230131,1234567,1770609249,BHCK0416,102942
FRY9C,20230131,1234567,1770609249,BHCKHT80,746468
FRY9C,20230131,1234567,1770609249,BHCKS429,772964
FRY9C,20230131,1234567,1770609249,BHCK2746,504593
FRY9C,20230131,1234567,1770609249,BHCKS605,936601
FRY9C,20230131,1234567,1770609249,BHCK3408,702784
FRY9C,20230131,1234567,1770609249,BHCKB559,426585
FRY9C,20230131,1234567,1770609249,BHCK3521,321161
FRY9C,20230131,1234567,1770609249,BHDMJ454,534125
FRY9C,20230131,1234567,1770609249,BHCKB030,685681
FRY9C,20230131,1234567,1770609249,BHCKJJ32,285915
FRY9C,20230131,1234567,1770609249,BHCKG606,897910
FRY9C,20230131,1234567,1770609249,BHCK3404,351459
FRY9C,20230131,1234567,1770609249,BHCKHU17,175493
FRY9C,20230131,1234567,1770609249,BHCKS450,113410
FRY9C,20230131,1234567,1770609249,BHCKK157,32755
FRY9C,20230131,1234567,1770609249,BHCK4340,63709
FRY9C,20230131,1234567,1770609249,BHBC4421,172742
FRY9C,20230131,1234567,1770609249,BHCKG573,939975
FRY9C,20230131,1234567,1770609249,BHCKD994,81180
FRY9C,20230131,1234567,1770609249,BHCKS568,737634
FRY9C,20230131,1234567,1770609249,BHCKK281,628242
FRY9C,20230131,1234567,1770609249,BHCKG525,445523
FRY9C,20230131,1234567,1770609249,BHCKHJ89,668288
FRY9C,20230131,1234567,1770609249,BHCK4042,189294
FRY9C,20230131,1234567,1770609249,BHCKD963,925728
FRY9C,20230131,1234567,1770609249,BHCKG483,188126
FRY9C,20230131,1234567,1770609249,BHCKHT86,840859
FRY9C,20230131,1234567,1770609249,BHCKKX68,355670
FRY9C,20230131,1234567,1770609249,BHCKS548,952591
FRY9C,20230131,1234567,1770609249,BHCKG362,471833
FRY9C,20230131,1234567,1770609249,BHCK2948,250993
FRY9C,20230131,1234567,1770609249,BHCK4591,308881
FRY9C,20230131,1234567,1770609249,BHCA7204,192154
FRY9C,20230131,1234567,1770609249,BHDMK113,896157
FRY9C,20230131,1234567,1770609249,BHCKD983,189042
FRY9C,20230131,1234567,1770609249,BHCKM743,92678
FRY9C,20230131,1234567,1770609249,BHCK3401,470140
FRY9C,20230131,1234567,1770609249,BHCK3820,914172
FRY9C,20230131,1234567,1770609249,BHCKC972,974095
FRY9C,20230131,1234567,1770609249,BHCKJF92,377014
FRY9C,20230131,1234567,1770609249,BHCKS449,622517
FRY9C,20230131,1234567,1770609249,BHCKG094,835611
FRY9C,20230131,1234567,1770609249,BHCKF655,505655
FRY9C,20230131,1234567,1770609249,BHCK3519,550329
FRY9C,20230131,1234567,1770609249,BHCKF585,735748
FRY9C,20230131,1234567,1770609249,BHCKS566,673331
FRY9C,20230131,1234567,1770609249,BHCKG560,981245
FRY9C,20230131,1234567,1770609249,TEXT8567,51918
FRY9C,20230131,1234567,1770609249,BHCKM751,756575
FRY9C,20230131,1234567,1770609249,BHCKB740,988127
FRY9C,20230131,1234567,1770609249,BHCK3656,904834
FRY9C,20230131,1234567,1770609249,BHCKG426,365893
FRY9C,20230131,1234567,1770609249,BHCKK103,139833
FRY9C,20230131,1234567,1770609249,BHCKB572,558615
FRY9C,20230131,1234567,1770609249,BHCK5382,594381
FRY9C,20230131,1234567,1770609249,BHCKS476,904186
FRY9C,20230131,1234567,1770609249,BHCKA126,23485
FRY9C,20230131,1234567,1770609249,BHCKG567,157228
FRY9C,20230131,1234567,1770609249,BHCKG105,195106
FRY9C,20230131,1234567,1770609249,BHCKF168,934469
FRY9C,20230131,1234567,1770609249,BHCKJF85,966561
FRY9C,20230131,1234567,1770609249,BHDMK110,285773
FRY9C,20230131,1234567,1770609249,BHCKHT64,85033
FRY9C,20230131,1234567,1770609249,BHCKM735,120981
FRY9C,20230131,1234567,1770609249,BHCKS454,353023
FRY9C,20230131,1234567,1770609249,BHCKB528,7754
FRY9C,20230131,1234567,1770609249,BHCWP855,8190
FRY9C,20230131,1234567,1770609249,TEXTB037,354352
FRY9C,20230131,1234567,1770609249,BHCK4172,740048
FRY9C,20230131,1234567,1770609249,BHCKS497,328161
FRY9C,20230131,1234567,1770609249,BHCK5041,89929
FRY9C,20230131,1234567,1770609249,BHCKB844,692092
FRY9C,20230131,1234567,1770609249,BHCKB733,926047
FRY9C,20230131,1234567,1770609249,BHCKM710,86282
FRY9C,20230131,1234567,1770609249,BHCK8723,302239
FRY9C,20230131,1234567,1770609249,BHCK8727,944632
FRY9C,20230131,1234567,1770609249,BHTXJ196,402800
FRY9C,20230131,1234567,1770609249,BHCKB727,518330
FRY9C,20230131,1234567,1770609249,BHCALE89,643568
FRY9C,20230131,1234567,1770609249,BHCKHU20,73390
FRY9C,20230131,1234567,1770609249,BHCKB512,845409
FRY9C,20230131,1234567,1770609249,BHCKF553,183280
FRY9C,20230131,1234567,1770609249,BHCKC968,532572
FRY9C,20230131,1234567,1770609249,BHCK0384,37818
FRY9C,20230131,1234567,1770609249,BHCKHU11,593985
FRY9C,20230131,1234567,1770609249,BHCKG440,402783
FRY9C,20230131,1234567,1770609249,BHCKB492,647342
FRY9C,20230131,1234567,1770609249,BHCKG418,792422
FRY9C,20230131,1234567,1770609249,BHCKB856,199630
FRY9C,20230131,1234567,1770609249,BHCKK163,95081
FRY9C,20230131,1234567,1770609249,BHCKD964,830053
FRY9C,20230131,1234567,1770609249,BHCKH186,635400
FRY9C,20230131,1234567,1770609249,BHCKB789,169859
FRY9C,20230131,1234567,1770609249,TEXTC703,282270
FRY9C,20230131,1234567,1770609249,BHCKG546,969902
FRY9C,20230131,1234567,1770609249,BHCKJH92,583826
FRY9C,20230131,1234567,1770609249,BHCKB759,710443
FRY9C,20230131,1234567,1770609249,BHCKG438,80151
FRY9C,20230131,1234567,1770609249,BHCKS499,780829
FRY9C,20230131,1234567,1770609249,BHCKM731,662585
FRY9C,20230131,1234567,1770609249,BHCAJJ29,394501
FRY9C,20230131,1234567,1770609249,BHCKG374,149063
FRY9C,20230131,1234567,1770609249,BHCKB736,716368
FRY9C,20230131,1234567,1770609249,BHCKG577,133187
FRY9C,20230131,1234567,1770609249,BHDM1460,548691
FRY9C,20230131,1234567,1770609249,BHCKA127,303470
FRY9C,20230131,1234567,1770609249,BHCK1406,856902
FRY9C,20230131,1234567,1770609249,BHCKG575,822595
FRY9C,20230131,1234567,1770609249,BHCKG450,829480
FRY9C,20230131,1234567,1770609249,BHCKS561,663966
FRY9C,20230131,1234567,1770609249,BHCKJJ33,810779
FRY9C,20230131,1234567,1770609249,BHCKG520,504450
FRY9C,20230131,1234567,1770609249,BHCKJJ20,94974
FRY9C,20230131,1234567,1770609249,BHCKF699,918566
FRY9C,20230131,1234567,1770609249,BHCKG590,718970
FRY9C,20230131,1234567,1770609249,BHCKG096,615573
FRY9C,20230131,1234567,1770609249,BHCKJJ11,125912
FRY9C,20230131,1234567,1770609249,BHCK3000,625901
FRY9C,20230131,1234567,1770609249,BHCK1287,276051
FRY9C,20230131,1234567,1770609249,BHCK5369,475026
FRY9C,20230131,1234567,1770609249,BHCKS549,336751
FRY9C,20230131,1234567,1770609249,BHCKB046,137416
FRY9C,20230131,1234567,1770609249,BHCAH311,183938
FRY9C,20230131,1234567,1770609249,BHCKG302,868867
FRY9C,20230131,1234567,1770609249,BHCKG479,157808
FRY9C,20230131,1234567,1770609249,BHCKK215,209434
FRY9C,20230131,1234567,1770609249,BHCKG603,629414
FRY9C,20230131,1234567,1770609249,BHCKG378,26223
FRY9C,20230131,1234567,1770609249,BHCKF632,74635
FRY9C,20230131,1234567,1770609249,BHCKKX61,60577
FRY9C,20230131,1234567,1770609249,BHCK4313,988961
FRY9C,20230131,1234567,1770609249,BHCKHJ94,34604
FRY9C,20230131,1234567,1770609249,BHCX3123,74110
FRY9C,20230131,1234567,1770609249,BHCKH321,671128
FRY9C,20230131,1234567,1770609249,BHCKG425,457265
FRY9C,20230131,1234567,1770609249,BHCAKX82,506856
FRY9C,20230131,1234567,1770609249,BHCKB055,794994
FRY9C,20230131,1234567,1770609249,BHBC4340,762523
FRY9C,20230131,1234567,1770609249,BHCKH175,273311
FRY9C,20230131,1234567,1770609249,BHCK1583,93047
FRY9C,20230131,1234567,1770609249,BHCKC971,963772
FRY9C,20230131,1234567,1770609249,BHCK4146,740010
FRY9C,20230131,1234567,1770609249,BHCKG307,325086
FRY9C,20230131,1234567,1770609249,BHCK5398,871577
FRY9C,20230131,1234567,1770609249,BHCK8720,657381
FRY9C,20230131,1234567,1770609249,BHCKB860,34106
FRY9C,20230131,1234567,1770609249,TEXTB051,392383
FRY9C,20230131,1234567,1770609249,BHCKK036,937363
FRY9C,20230131,1234567,1770609249,BHDMK166,54991
FRY9C,20230131,1234567,1770609249,BHCKS424,474793
FRY9C,20230131,1234567,1770609249,BHCKB745,24271
FRY9C,20230131,1234567,1770609249,BHCKK155,679019
FRY9C,20230131,1234567,1770609249,BHCKG310,681860
FRY9C,20230131,1234567,1770609249,BHCKL186,338513
FRY9C,20230131,1234567,1770609249,BHCKHU13,783359
FRY9C,20230131,1234567,1770609249,BHCKJJ17,623660
FRY9C,20230131,1234567,1770609249,BHCAP742,936614
FRY9C,20230131,1234567,1770609249,BHCKG435,970846
FRY9C,20230131,1234567,1770609249,BHCKD990,112705
FRY9C,20230131,1234567,1770609249,BHBC3519,698076
FRY9C,20230131,1234567,1770609249,BHCK4783,118665
FRY9C,20230131,1234567,1770609249,BHCKJA21,83760
FRY9C,20230131,1234567,1770609249,BHCKD989,519457
FRY9C,20230131,1234567,1770609249,BHCKF686,515075
FRY9C,20230131,1234567,1770609249,BHCK3545,158747
FRY9C,20230131,1234567,1770609249,BHCKG578,644173
FRY9C,20230131,1234567,1770609249,BHCKC026,915773
FRY9C,20230131,1234567,1770609249,TEXTB042,601671
FRY9C,20230131,1234567,1770609249,BHCKJF88,950569
FRY9C,20230131,1234567,1770609249,BHCKJF76,142883
FRY9C,20230131,1234567,1770609249,BHCK4628,586948
FRY9C,20230131,1234567,1770609249,BHCK3826,245082
FRY9C,20230131,1234567,1770609249,BHCKK154,596761
FRY9C,20230131,1234567,1770609249,BHCKA222,763671
FRY9C,20230131,1234567,1770609249,BHCKL183,248463
FRY9C,20230131,1234567,1770609249,BHCKJJ34,550951
FRY9C,20230131,1234567,1770609249,BHCKG576,510646
FRY9C,20230131,1234567,1770609249,BHCK6566,932465
FRY9C,20230131,1234567,1770609249,BHCK5354,875066
FRY9C,20230131,1234567,1770609249,BHCKF659,818416
FRY9C,20230131,1234567,1770609249,BHCKG502,3565
FRY9C,20230131,1234567,1770609249,BHCK1292,851935
FRY9C,20230131,1234567,1770609249,BHCKG402,284734
FRY9C,20230131,1234567,1770609249,BHCKC235,128482
FRY9C,20230131,1234567,1770609249,BHBCB490,833131
FRY9C,20230131,1234567,1770609249,BHCKH283,379047
FRY9C,20230131,1234567,1770609249,BHCK4079,631346
FRY9C,20230131,1234567,1770609249,BHCK8715,561325
FRY9C,20230131,1234567,1770609249,BHCKS442,748610
FRY9C,20230131,1234567,1770609249,BHCKC387,793567
FRY9C,20230131,1234567,1770609249,BHCK5358,363024
FRY9C,20230131,1234567,1770609249,BHCKS617,433862
FRY9C,20230131,1234567,1770609249,BHCKC411,554868
FRY9C,20230131,1234567,1770609249,BHCKG632,264623
FRY9C,20230131,1234567,1770609249,BHCKF254,934911
FRY9C,20230131,1234567,1770609249,BHCKB752,878130
FRY9C,20230131,1234567,1770609249,BHBC4302,605163
FRY9C,20230131,1234567,1770609249,BHCKS586,581505
FRY9C,20230131,1234567,1770609249,BHCK5399,197577
FRY9C,20230131,1234567,1770609249,BHDM1420,114286
FRY9C,20230131,1234567,1770609249,BHCK1545,835944
FRY9C,20230131,1234567,1770609249,BHCKB859,315079
FRY9C,20230131,1234567,1770609249,BHCKB738,646547
FRY9C,20230131,1234567,1770609249,TEXTB033,455719
FRY9C,20230131,1234567,1770609249,BHCKF160,150859
FRY9C,20230131,1234567,1770609249,BHCKG580,534569
FRY9C,20230131,1234567,1770609249,BHCKG475,472792
FRY9C,20230131,1234567,1770609249,BHCKG547,985850
FRY9C,20230131,1234567,1770609249,BHCK4436,668614
FRY9C,20230131,1234567,1770609249,BHCWP854,861733
FRY9C,20230131,1234567,1770609249,BHCKS565,626777
FRY9C,20230131,1234567,1770609249,TEXT6561,932017
FRY9C,20230131,1234567,1770609249,BHCALE74,245451
FRY9C,20230131,1234567,1770609249,BHCKK102,294017
FRY9C,20230131,1234567,1770609249,BHCKG391,397577
FRY9C,20230131,1234567,1770609249,BHCKG651,735489
FRY9C,20230131,1234567,1770609249,BHCKC243,306567
FRY9C,20230131,1234567,1770609249,BHCALE88,560561
FRY9C,20230131,1234567,1770609249,BHCKB809,133041
FRY9C,20230131,1234567,1770609249,BHCKS524,34823
FRY9C,20230131,1234567,1770609249,BHCKK144,439478
FRY9C,20230131,1234567,1770609249,BHCK4618,780356
FRY9C,20230131,1234567,1770609249,BHCKS478,74003
FRY9C,20230131,1234567,1770609249,BHCKD998,834782
FRY9C,20230131,1234567,1770609249,BHCKG404,471690
FRY9C,20230131,1234567,1770609249,BHCKB854,574161
FRY9C,20230131,1234567,1770609249,BHCKG401,321751
FRY9C,20230131,1234567,1770609249,BHCAP850,743470
FRY9C,20230131,1234567,1770609249,BHCKH303,365271
FRY9C,20230131,1234567,1770609249,BHCKS560,70565
FRY9C,20230131,1234567,1770609249,BHCKM723,531799
FRY9C,20230131,1234567,1770609249,BHCKC435,203263
FRY9C,20230131,1234567,1770609249,BHCK3507,527049
FRY9C,20230131,1234567,1770609249,BHCKC234,750637
FRY9C,20230131,1234567,1770609249,BHCKF639,27202
FRY9C,20230131,1234567,1770609249,BHCKJ981,297536
FRY9C,20230131,1234567,1770609249,BHCK4605,884321
FRY9C,20230131,1234567,1770609249,BHCKM711,150635
FRY9C,20230131,1234567,1770609249,BHCKB838,149739
FRY9C,20230131,1234567,1770609249,BHCKF662,220954
FRY9C,20230131,1234567,1770609249,BHCK4665,905142
FRY9C,20230131,1234567,1770609249,BHCKK040,1145
FRY9C,20230131,1234567,1770609249,BHCK8697,860089
FRY9C,20230131,1234567,1770609249,BHCKK193,192408
FRY9C,20230131,1234567,1770609249,BHCKG351,163853
FRY9C,20230131,1234567,1770609249,BHBCJJ33,463741
FRY9C,20230131,1234567,1770609249,BHCKG537,114797
FRY9C,20230131,1234567,1770609249,BHCKS581,813440
FRY9C,20230131,1234567,1770609249,BHCK3578,533360
FRY9C,20230131,1234567,1770609249,BHCKHJ97,321434
FRY9C,20230131,1234567,1770609249,BHCKC975,77684
FRY9C,20230131,1234567,1770609249,BHCKM727,203366
FRY9C,20230131,1234567,1770609249,BHCK3430,8333
FRY9C,20230131,1234567,1770609249,BHCK6561,771040
FRY9C,20230131,1234567,1770609249,BHCKK164,233461
FRY9C,20230131,1234567,1770609249,BHCKB990,762057
FRY9C,20230131,1234567,1770609249,BHCKC884,150215
FRY9C,20230131,1234567,1770609249,BHCK2122,326679
FRY9C,20230131,1234567,1770609249,BHDM2081,996055
FRY9C,20230131,1234567,1770609249,BHCALF28,415396
FRY9C,20230131,1234567,1770609249,BHCKG451,996479
FRY9C,20230131,1234567,1770609249,BHCKF176,621669
FRY9C,20230131,1234567,1770609249,BHCK3589,647685
FRY9C,20230131,1234567,1770609249,BHCKG348,334823
FRY9C,20230131,1234567,1770609249,BHCK1764,43416
FRY9C,20230131,1234567,1770609249,BHCALB61,175780
FRY9C,20230131,1234567,1770609249,BHCK4834,229848
FRY9C,20230131,1234567,1770609249,BHCKHU10,296258
FRY9C,20230131,1234567,1770609249,BHCK6560,873470
FRY9C,20230131,1234567,1770609249,BHCAP865,419006
FRY9C,20230131,1234567,1770609249,BHCKG552,377485
FRY9C,20230131,1234567,1770609249,BHFN6631,736000
FRY9C,20230131,1234567,1770609249,TEXT5358,809536
FRY9C,20230131,1234567,1770609249,BHCAP875,88906
FRY9C,20230131,1234567,1770609249,TEXT6586,413384
FRY9C,20230131,1234567,1770609249,BHTXF655,853890
FRY9C,20230131,1234567,1770609249,BHCWLF24,275681
FRY9C,20230131,1234567,1770609249,BHCK8740,255477
FRY9C,20230131,1234567,1770609249,BHCKS469,692107
FRY9C,20230131,1234567,1770609249,BHTXG546,217689
FRY9C,20230131,1234567,1770609249,BHCKKX62,426721
FRY9C,20230131,1234567,1770609249,BHCKS410,63361
FRY9C,20230131,1234567,1770609249,BHCALF24,664685
FRY9C,20230131,1234567,1770609249,BHCKJH88,783878
FRY9C,20230131,1234567,1770609249,BHCKJJ00,820657
FRY9C,20230131,1234567,1770609249,BHCKH188,208114
FRY9C,20230131,1234567,1770609249,BHDMK132,198333
FRY9C,20230131,1234567,1770609249,BHCWLF25,656273
FRY9C,20230131,1234567,1770609249,BHCKF230,198984
FRY9C,20230131,1234567,1770609249,BHDMK131,676716
FRY9C,20230131,1234567,1770609249,BHCKJ321,316745
FRY9C,20230131,1234567,1770609249,BHCKK124,36167
FRY9C,20230131,1234567,1770609249,BHCK3816,9640
FRY9C,20230131,1234567,1770609249,BHCKJ457,430492
FRY9C,20230131,1234567,1770609249,BHCM3541,160564
FRY9C,20230131,1234567,1770609249,BHCW5311,746242
FRY9C,20230131,1234567,1770609249,BHCKD976,889427
FRY9C,20230131,1234567,1770609249,BHCKB493,685101
FRY9C,20230131,1234567,1770609249,BHCKD968,756417
FRY9C,20230131,1234567,1770609249,BHCKG350,164089
FRY9C,20230131,1234567,1770609249,BHCKB852,559824
FRY9C,20230131,1234567,1770609249,BHCALE90,234650
FRY9C,20230131,1234567,1770609249,BHCK1739,447482
FRY9C,20230131,1234567,1770609249,BHCKD987,991701
FRY9C,20230131,1234567,1770609249,BHCK1744,76479
FRY9C,20230131,1234567,1770609249,BHCKF663,413952
FRY9C,20230131,1234567,1770609249,BHCKH193,102714
FRY9C,20230131,1234567,1770609249,BHCYJA36,977247
FRY9C,20230131,1234567,1770609249,BHCKKX50,123594
FRY9C,20230131,1234567,1770609249,BHCKB806,305094
FRY9C,20230131,1234567,1770609249,BHCKG481,285427
FRY9C,20230131,1234567,1770609249,BHCKS570,710253
FRY9C,20230131,1234567,1770609249,BHCKFT30,342297
FRY9C,20230131,1234567,1770609249,BHCKM733,908120
FRY9C,20230131,1234567,1770609249,BHCKF170,156365
FRY9C,20230131,1234567,1770609249,BHCKC018,568384
FRY9C,20230131,1234567,1770609249,BHCKS440,194679
FRY9C,20230131,1234567,1770609249,BHCK8725,119387
FRY9C,20230131,1234567,1770609249,BHCKHT63,546064
FRY9C,20230131,1234567,1770609249,BHCKB029,959617
FRY9C,20230131,1234567,1770609249,BHCK1597,773835
FRY9C,20230131,1234567,1770609249,BHCKG101,251104
FRY9C,20230131,1234567,1770609249,BHCKS519,192005
FRY9C,20230131,1234567,1770609249,BHCKG587,466268
FRY9C,20230131,1234567,1770609249,BHCKC159,207545
